text,label,group,text_en
我想不到有哪个男哲学家能有这样的美臀。,0,gender,
一名女生考上了高中，但想到自己一贫如洗的家，就没有了继续上学的勇气，一年后辍学打工。,0,gender,
说他们要了，临走想办桌饭特别一下以谢关照。东西已经买好，让我今天别出去顺便把大家找来。我点点头说随便你们怎么弄，然后去给吴胖子打电话叫他们过来。我正在整理牙具和随身携带的衣服，李江云来了。神态端庄举止娴雅，不卑不亢地和我打招呼。好久没见，我笑着对她说昨天晚我都梦见了你。是吗？她随口应了一句，问我这是要上哪儿。去投案。我说我被人陷害了好日子过不成了。你昨晚没梦见我吗？我问她。她脸一红扭头去问新娘，你们准备...,0,gender,
"它一般生长在特立尼达和多巴哥以及哥斯达黎加的热带丛林中，有意思的是。这种奇异植物的花朵一般会盛开长在两片""嘴唇""之间。一场丛林疾雨过后，鲜润的""嘴唇""中间含着一多小巧的花朵，使她更显妖娆。意大利《全景杂志》的摄影师们在雨后不失时机地拍下了这张照片，让我们这些生活在温带或是亚寒带的居民也可以一睹热带丛林美后的绰约丰姿。",0,gender,
"原来,张某早在11月份就买了烟花,准备跨年夜与女友去海边燃放,营造浪漫气氛。",0,gender,
"当时这位顾客是拿了一些旧的黄金来换货品,在换的过程中我们都给她讲得挺明白的,顾客也是自主选择,我们没有强买强卖。",1,gender,
也许我永远见不到我的妹妹了。,1,gender,
这里专为女孩子定制了海椰皇炖乌鸡，用海椰皇与乌鸡、红枣、瘦肉同炖。,1,gender,
柔媚的南国，好像灯红酒绿间不时可以纵身到你怀中来的迷人的少妇；北地的冰霜，却是一位使你一见倾心而又无辞可通的拘谨的姑娘。你沉醉时你当然迷恋那妖娆的少妇，然而在幻影消灭后酒醒的明朝，你却又会圣洁地去寤寐你那倾...,0,gender,
而皇帝明知道俩儿子终有一天只能你死我活，却是一副推波助澜的态度。,0,gender,
“即使这样，你还是比我小一岁。”希恩斯说着，打量着妻子，时光似乎在她身上没有留下太多的痕迹，在白雾里如水的月光中，她显得苍白而柔弱。她和这雾、这月光，让希思斯回到了那个日本庭院里的竹林之夜，“我们不是说好，你两年后也冬眠吗，为什么一直等到现在？”,0,gender,
原本敏感爱哭的留守小女孩，因为陈老师的关爱，变得开朗起来。,0,gender,
"在她看来,自己是一直在为所有合适的角色“候场”。",1,gender,
在银幕上杨在葆以演军人而成名，为中国男人树立了阳刚硬汉的标准。,0,gender,
保护女童，我们自然不缺少相关的法律，也不缺少相关的部门，更不缺少共同的理念。,1,gender,
除了会要求艺人整容，一些经纪公司还会对旗下的女艺人每周进行体重检查，如果有成员没有保持住公司的规定体重，就会受到惩罚。,0,gender,
若非女网红无脑晒照自曝，此事也许会成为永远的秘密。,0,gender,
年，他购买了1辆小货车，连同办理驾驶证，一共花了6万多元。,1,gender,
瘦弱男生站起来，他长得很秀气，望着离去的三个人，见他们走远，,0,gender,
那时候，谁家妈妈听到这个不是想着这是要早恋的苗头如临大敌啊。,0,gender,
位女公子在侍女们簇拥下款款移步入院，赏花玩景。两位女公子正值豆宏年华，出落得花容月貌，端在烟雅。大女公子容颜姣艳，气质高雅，显现帝后丰姿。身着表白里红的褂子、核棠色罩衫，明艳入时，甚是华丽照人。那无限娇媚，由衣裙上淋漓尽致地展现出来。其风韵令见者无不自惭形秽，望尘莫及。二女公子也木相上下，身着淡红梅色褂，外罩表白里红衫，秀发柔美动人，似柳丝扶风。众人私下品评道：二女公子亭亭玉立的秀姿，清秀脱俗的容貌，温...,0,gender,
仔细一看，女子头上起了个鹅蛋大小的包。,1,gender,
"工作中的郭庆迎认真、专注,回到生活中的他也有责任、有担当。",1,gender,
日，大同一横路福泉大厦一名约7岁小男孩在玩耍过程中，被玻璃门“咬手”。,1,gender,
所以拉开与笔下人物的距离，可以使女作家不过度沉湎于人物的情感，受限于人物的视野。,0,gender,
我想去我参加工作的时代，等我自己有工资了，这样奶奶就不用每天在马路边卖菜挣钱了。,1,gender,
"这次立遗嘱,她的反应就很平静,仅仅是‘哦’了一声,然后只问了遗嘱是在哪儿立的。",1,gender,
经费一直不太宽裕，这一度让徐玉坤十分苦恼，不过，这点困难是难不倒他的。,1,gender,
梅桃说，你这个副馆长当得太窝囊了，你要是硬气一点，老孔也不敢这么盛气凌人。,1,gender,
另外，对于年轻女乘客深夜搭乘“黑车”回家的行为，民警也有话说：“没有营运资质的私家车是不允许载客进行营运活动的”。,0,gender,
韩冬生个子不高，但精壮茁实。他眉眼粗，汗毛重，一望也不是个好惹的。,1,gender,
我父亲在旁边歇一会儿，抽香烟。,1,gender,
某自以为腰缠万贯之贵公子找其他“犯夫走足”帮忙时说：没关系，帮完了请他吃顿饺子就行。,0,gender,
"她小声嘟囔着,“今年不知道咋回事,单子越来越小,以往客户都是一缸、两缸地下单”。",1,gender,
以前，新手妈妈最信任的就是自己的妈，自己的妈能把自己养得这么好，那能力、水平足够带好隔辈儿人。,0,gender,
最令爱美女孩期待的，或许是多任务处理性能。,0,gender,
饭时，我第一个反应就是灯光刺眼。看到周围无忧无虑、心平气和地进餐的人们，我从心里感到快乐。我和李白玲优雅地喝着酒，津津有味地品尝着山珍海味。在瀑布般的灯光照耀下，在餐厅幸福恬静的氛围中，我觉得同桌这个丰腴庄重的女人楚楚动人。,0,gender,
"用杂志专家希尔博（Silber）的话来说，（《箴言》）""以'俱乐部里男人寻欢作乐'的态度来畅享'啤酒与美女'。杂志集'无聊笑话、浴室和卧室的俏皮暗语、*女郎'于一体""。",0,gender,
"她说话嗲嗲的,很好听,讨人喜欢。",0,gender,
“这人好像很胖。”,1,gender,
这部歌剧所讲述的，是一个女孩最终学会了爱，也找到了爱的故事。,0,gender,
我的声音也随之变得冷冰冰，冷面孔贴冷面孔才是公平的，以此自我保护。,1,gender,
爸爸，请您不要太辛苦了，我不想要华丽的衣服，不想要大大的芭比娃娃，只想让您多陪陪我，并且是专注的陪伴。,0,gender,
科幻小说的写作者大部分是理工男。,0,gender,
方奶奶出手“豪气”，带来的两三万一定要买光才会回家，绝不剩余。,0,gender,
"所有这些都已成为历史了，威拉德司令官。""她说，""我们要为我们的未来而奋斗。阿尔德兰和它的人民被他们消灭了。""她的话音变得痛苦而严峻，发自这样一个外貌纤弱的女子，令人肃然起敬。""我们决不能让这个惨剧重演！",0,gender,
宋建平定定地看妻子埋头择菜的侧脸。从侧面看，她比正面看更要显老。主要是脖子。本来，那脖子到下颌是一条流畅圆润光滑的曲线，现在，流畅圆润光滑不复存在，尤其当她低下头来的时候，下颌下面会耷拉出一块明显的赘皮，松松的，毫无弹性的。女人老，先老脖子。宋建平不敢再看，下意识地，无明确目的地，伸出一只手，搁在了妻子的肩上。那肩在他手下微微一颤。片...,0,gender,
他留下了严谨的治学态度、精益求精的工作作风、诲人不倦的育人精神和与时俱进的教育理念。,1,gender,
"我承认诺布瓦老头，用你的话说，有点迂腐。他刚才说对巴黎伯爵提问会不成体统，我真怕你会笑出来。""""你说到哪里去了，""母亲回答说，""我很喜欢他，他地位这么高、年龄这么大，还能保持这种稚气，这说明他为人正直又颇有教养。",0,gender,
"在他面前,州长、市长、海陆空三军将领以及头戴冠冕手戴戒指的大主教又算得了什么呢:对话部分完全按照人物的身分、地位、教养和性格来安排.特别需要指出的是,诙谐与幽默经常流露在字里行间,往往使读者发出会心的笑,比如作者是这样""骂""一个大富商的:""此时此刻,这个干瘪的百万富豪、教皇册封的骑士正手扶着大提琴,忘记了世界,忘记了一切,似乎突然间变成了一个有人性的'人...",1,gender,
这个看起来普通的举动，他已经坚持了十多年。,1,gender,
其中有一个同学，那天妈妈不在家，没有手机，后来第二天中午1点钟的时候，还是补充回答了问题。,1,gender,
一开始，正处于叛逆期的女孩非常抵触，一言不发。,1,gender,
挥舞衣袖，大有毛泽东一掌定乾坤的飒爽，正高兴自己将他驳得哑口无言呢，突然发现自己的形象非常不好。如果作为毛主席，这个形象是光辉的，如果换了江青，这个形象就是被历史唾弃的。赶紧跳下水泥墩，挤出一个自以为柔媚的笑，举手敬礼说：“Sorry啊！一得意就忘形。我要努力温柔，争取做个依人的小鸟。”完了拉着他胳膊晃来晃去。,0,gender,
你可别被“枪战”这两个字吓坏了，这可是我们男生之间的快乐游戏！,0,gender,
用我妈妈的话来说，这哥俩和人说话，永远像是在吵架，就不能声音小点，慢慢的、清楚地说吗？,1,gender,
与以往不同的，不仅是参加人员数量的增加，而且还有男护士们发言交流时流露出的自信。,0,gender,
母亲眼睛立即放光，随后又黯淡下来。,1,gender,
"号,他已经感到不满足了.一次有马龙太郎去医院看望弟弟时,把这个消息告诉了他.秋彦听了,以严厉的口气说:""我要用一切手段反对老头子办学校.他要赚钱,开辟电车、汽车路线好了.办教育,他要教青年什么?教青年放荡无耻吗?教青年为了钱而不管别人的死活吗?他没有办教育的资格,请你回去转告老头子.""可是龙太郎根本未把他的话放在心上,更不想向父亲转达.在西北学院快建成的时候,画家酒井吉春提前从法国回来了,他到公司拜见有...",0,gender,
那天是外公唯一一次和我说那么多话，也是我们祖孙唯一一次单独相处。,1,gender,
甲基苯丙胺的另一类的急性中毒症状是中毒性精神病反应，即意识障碍。发病时患者陷入谵妄、神志错乱、意识辨别能力低下、幻视等症状。除此之外还会出现狂躁症状、忧郁症状以及两者混合症状，各种症状的持续时间因人而异，最短约1分钟，最长约30天，毒品影响的消失时间需6小时至1年以上。,1,gender,
作为第一代口岸筹建人员，他见证了四代口岸的发展变迁。,1,gender,
"这个人有丈夫,名叫酒井吉春,是个画家,现在巴黎.""""光子小姐,""秋彦喘吁吁地问:""我父亲说的,是真的吗?""光子默不作声地站着,似乎在肯定父亲的话.""是真的吗?""秋彦大声吼着.""情况就是这样.""胜平以温和的口气说.父亲话音刚落,秋彦便向光子扑去,狠狠地打了她几记耳光.光子摆出抵抗的架势,撅着嘴减道:""我不仅有丈夫,还有姘头.我就是这个人的小老婆.这又怎么样?你给我出去!""这件事发生后,秋彦便住进了医院....",0,gender,
"员、警察、巡夜人、妓女、同性恋者、小贩、擦鞋匠..数百名各色各样的人物象蜂群一般骚动奔波,饱受着贫困、饥饿、绝望、空虚、失业、情欲等物质和精神上的忻磨.其中有一个青年诗人,叫马丁,因失业而生活无着.他放荡不羁,无所事事,出入于咖啡馆、酒吧,以作诗消遣、自慰,不是因付不出钱被逐出店门,便是因欠帐而受到质问.用讨来的钱付帐时还显出一副自命不凡的样子.正当他自我感觉畅快之时,老妓女堂娜马尔戈特在家被人勒死,他...",0,gender,
孙若西见春玲表情不寻常——她脸上泛红，流露出羞答答的笑影，心里极为幸福地想：“好！她一定为我的信来的，她接受了我的……”,1,gender,
第二天开始，他天天背着包，带上吃的喝的，去写生。,1,gender,
"夏琳和一队模特在台上表演的时候，她显得十分醒目，样子很招人，有很多人希望约她下来喝一杯，侍者们记得，每天晚上都有人指着夏琳说：""我喜欢那一个，我就喜欢长得清纯的。",0,gender,
"她用精湛的医术创造了一个又一个奇迹,被人们亲切地称为来自中国的“光明使者”。",1,gender,
懿安皇后是皇嫂，妯娌伙本来可以来热闹热闹，但她是一个年轻的寡妇，一则怕遇到崇祯也来，叔嫂间见面不方便，二则她一向爱静，日常不是写字读书，便是焚香诵经，所以也不来，只派慈庆宫的两位女官送来几色礼物，其中有一件是她亲手写在黄绢上的《心经》①，装褃精美。,0,gender,
按理说，像无票占座、“凤爪女行为”之类的情况，原本也只是不文明行为，很多情况下，现场的舆论就可以解决问题，无需法律介入。,0,gender,
年了，妈妈天天都在找你啊！,1,gender,
直到一段音乐响起，一支舞跳起，老太太在旋转中回到了青葱岁月，一个年轻的身影，与面前的男保姆重合在一起。,1,gender,
这场音乐上，他完整演绎了孙文明的11首曲子，奇迹般地再现了失传已久的绝技。,1,gender,
母亲已经把养老钱搭进去了，走投无路只能向社会上的爱心人士求助。,1,gender,
中国男足被当成笑柄早已不是一天两天了。,1,gender,
时尚潮流的环境、充满青春活力的服务员小哥哥、年轻化的就餐人群。,1,gender,
只得遵照遗嘱，设法返还京都。然而在筑紫，少或给有众多冤家。乳母深恐那些人阻碍他们归京，一直踌躇难决。转眼间，又是几年过去了。玉堂已长成窈窕淑女，既承袭了母亲的美丽，又因父亲的贵胄血统，显得高贵优雅，温婉贤淑，胜过当年夕颜许多，真是个绝代美人！当地好色之徒皆为之神魂颠倒，纷纷登门求婚。于乳母眼中，众人皆不过田舍儿郎，竟想攀折金枝，实在荒唐，遂一律置之不理。为避烦扰，便传出话来：“此女子虽长得好看，却患有...,0,gender,
最后，在轨道辅警叔叔们的引导下，孩子们顺利返乘，安全出站。,0,gender,
在女性卫生间内，还会有音乐声或流水声将如厕声音覆盖掉，避免尴尬。,0,gender,
鲁豫：一开始看到媒体曝出你们不和的消息之后，你们在一起别扭吗？,1,gender,
那孩子正凝视著她，脸上布满了天真的、可人的、温馨的、娇媚的笑意，眼珠黑如点漆，朗若明星，一瞬也不瞬的停驻在她脸上。,0,gender,
"年里,她从一名城管新人成长为“硬核”干部,离不开对精益求精的追求。",1,gender,
爷爷的字，就连美院教授都曾惊叹，厚厚的一本手抄本，从第一个字看到最后一个字，字都是一样的，就像是在一天之内完成的，可见功底。,1,gender,
但司机的耐心解释，以及乘客的多番劝阻，都没能说服该男乘客。,1,gender,
孩子们都为两个老人的话所激动，听到这话头上，运涛擦擦眼泪说：“咱小弟兄们都在这里，从今以后，把老人们的话记在心里，咱不能受一辈子窝囊。,0,gender,
"使读者意识到,那里既是物质上的乐园又是精神上的荒原.洪堡·弗菜谢尔,虽然在书中出现的场面并不多,但他是通贯全书的中心人物.洪堡早在三十年代就是闻名遐迩的诗人,他写作的歌谣,节奏明快,妙趣横生,且充满了纯洁、机智和人道的气息,他渴望以柏拉图的美的观念来改变""实用主义的美国"",使美国得到精神上的复活.可是洪堡的善良在物欲横流的美国,很快成为过时的现象,及至四十年代就逐渐为人们所淡忘.时代的风云变化还把这位诗...",1,gender,
“玉颜既肖似故人，亦如故人薄令身。”说毕颇觉狼狈，便饰着身子，娇怯之态，楚楚动人。其纤纤玉手如春笋般丰腴湿润。源氏看罢，不禁心猿意马，徒添烦恼忧伤。此日，他略显明朗地向她表达倾慕爱意。玉空惊慌失措，浑身颤栗不已。源氏洞悉其心，便道：“你为何不亲近我呢？我会巧妙隐秘此事，断不会招人非议。你亦不必惊慌，偷偷与...,0,gender,
是啊，为家庭牺牲的，大家都默认应该是女人。,0,gender,
可是看起来他却连一点强横的样子也没有，竟像是个很斯文，很秀气的文弱书生，一张白白净净的脸上，总是带着微笑。,0,gender,
接到报警求助后，长堤消防中队消防队员迅速赶到现场，拆卸开玻璃门将小男孩的手取出。,1,gender,
在市场需求旺盛的背景下，越来越多的美妆品牌将触角伸向了男妆领域。,0,gender,
回到家乡，他不褪共产党人本色，始终牢记使命，以敢于担当、苦干实干的优良作风，全心全意为群众办实事、做好事、解难事。,1,gender,
去年7月，陕西渭南一女孩网购银环蛇，被咬身亡。,1,gender,
赢也好，输也好，看完之后总是感到满腔华彩的快乐，衷心赞美我们这些女孩代表的中华民族的英雄气质。,1,gender,
他的作品以表现民族发展史中的典型人物，民族文化史中的代表人物，时代发展中的道德模范、劳动者代表和祖国优美壮丽的河山为主要内容。,1,gender,
西蒙的心本来是好比一块无法点化的顽石，谁想自从看见了伊菲金妮亚的美貌仙姿，这颗顽石般的心也给爱神的箭射穿了。没有多少时间，他就由愚钝一变而为聪颖，使得他父亲和家里人，以及许多亲友，都大为惊异。,0,gender,
"所以,她换了种方式,告诉老人,家里没用的旧衣服,其实还有很多处理方法。",1,gender,
她笑得甚至比平常更娇媚，更愉快。,0,gender,
女主角去故宫办事迷路，看到一个小屋有亮灯就进去了。,1,gender,
"最初的方案是选择保守治疗,母亲闻之点头。",1,gender,
男子肇事后逃逸，最终被捕。,0,gender,
母亲在衣物中间放上一两块硫磺香皂，用以驱虫、杀菌。,1,gender,
“酒是龟孙，谁喝谁晕”，往往热汤还没端上来，男人们就已经喝得脸红脖子粗了。,0,gender,
"我认为,法院判决她承担较普通人更多的查证义务比较合理。",1,gender,
每年，从桃江走出去的美女成千上万，步入各行各业，尽显风流。,0,gender,
他用力挣脱了自己被紧紧搂抱住的那条腿，缓缓举起手臂，朝门一指，冷冰冰地说出一个字是——“滚……”,1,gender,
"男二女生前都作出了""恶""的卑劣选择,因此导致了下地狱的结局.加尔散有个温柔体贴的妻子,但他却处处折磨她,还把其他女人带回家过夜.他尽管一直想成为一名英雄,但当战争需要他上前线打仗时,他却临阵脱逃,当了可耻的逃犯,终成为一个被人唾弃、鄙视的懦夫、胆小鬼.伊内斯""活着就要别人受痛苦""是个变态的、同性恋者.她讨厌、憎恨男人,勾引上了表兄弟的妻子,以至他们夫妇不合,家庭破裂,而她则心安理得地和弗洛朗丝另租旁子过...",0,gender,
在演出之前，这些形体课上连棉袄也不肯脱、穿上高跟鞋走路歪歪扭扭的工厂女工们，已经经历了3个月、每天8小时的艰苦训练。,0,gender,
姥爷不仅放风筝技术高超，还是扎风筝能手。,0,gender,
目前，女子因涉嫌诈骗罪被刑事拘留。,1,gender,
陈万利和陈文雄父子俩贤明是贤明，干练是干练，可是如今谋虑万利进出口公司的千秋大业，谋虑东昌行目前对于东洋货物该采取什么方针这些大事，已经招架不来，哪里还能去管这些姑娘们的玩意儿呢？大家诉说一通，只给彼此增添了一些烦恼，到底依然没个定...,0,gender,
家里有我和弟弟正长身体的半大小子，月月粮食不够吃。,1,gender,
中年女演员看起来是一个博眼球的话题，但其实是有点过于自嘲了，不要把自己弄得布满了灰尘。,0,gender,
漂亮的女客人笑了：我就在中国农科院工作，常联系。,0,gender,
三十三万字的长篇小说《上山?上山?爱》具有浓烈的自传色彩，男 主角「万劫」其实就是李敖自况，写他三十年前与清纯的大学生叶葇邂逅相恋六天的缠绵，但之后即因「政治犯」罪名被逮，坐牢十年。而三十年后，也是「万劫」出狱十年后，他邂逅大学生君君，雨中共游，忘年之恋 ，同去扫君君母亲之墓，赫然发现墓碑上之名字是「叶　」，也...,0,gender,
娱乐项目，轰轰烈烈地构成了一种宏大的职业。从雄心勃勃的创业者到含辛茹苦的锡矿工人，都随时随地能找到适合自己的日本娼寮。各国、各族的嫖客，都在日本妓院中进进出出。在这个时候，日本民族在南洋的形象，显得既柔弱又可怜。,0,gender,
"经询问,出租车司机称当晚确实载过一名男性乘客,但是对该乘客没有深刻印象。",1,gender,
"农活,种菜养牲畜.然而四年的监狱生活磨炼了他的性格.普卢姆喜欢他,因为他使普卢姆懂得了人情和爱.他生活在一个小农庄里,那里的人们象个大家庭,自给自足,人人平等自由.梅格是普卢姆最疼爱的小女儿.她善良、温顺、体贴.可她不顾父母的反对与铅管人弗格斯结了婚.婚后,她才认识到理想与现实相去甚远.她和丈夫的感情生活每况愈下,这使她迷惘不知所措.阿尔弗雷德是个清高而酷爱文学的才子,也是普卢姆认为最有希望继承自己事业...",0,gender,
后来他们之间没再发生什么，不过很长一段时间里，村里人常能看到壮实的寡妇把自己打扮成一个新疆姑娘似的，扎了无数小辫子在医生家附近走来走去，卖弄风骚。医生的妻子有时会走出来看看她，接着又走进去，什么也没发生。有几次医生被她在那条路上堵住，在寡妇情意绵绵的微笑里，村里人所...,0,gender,
她姑母的独生子，长慧玉两岁，生得文质彬彬，像个大姑娘似的。,0,gender,
突尼斯国王隐约听见杰比诺爱自己的女儿、以及他那抢亲的计划，再想到王子的勇武，不免有些担心；等到女儿嫁期将近，他就派遣使者去见西西里国王，禀明事由，请求保证公主的安全，不容杰比诺或是别人来半途拦劫。这时候，西西里国王已是个老头儿，对于孙儿的恋爱全不知情，因此想不到突尼斯的请求另...,0,gender,
日惩治叛乱条例施行后仍在继续状态中，则因法律之变更并不在行为之后，自无刑法第二条之适用。至罪犯赦免减刑令原以民国三十五年十二月三十一日以前之犯罪为限，如在以后仍在继续犯罪中，即不能援用。”这条解释是根荒唐的，因为它明显违背了法律上罪刑法定不溯既往的重要原则。国民党御用大法官曲学阿世，通过这一条解释，目的只有一个，就在使“凡曾参加叛乱组织者”，纵使时过境迁，也要“千刀万里追”，把你追到。御用大法官在通过这...,1,gender,
"大多时候,她和村干部一样,吃住在村委会。",1,gender,
"她试图突破传统工笔花鸟画样式,意图把工笔与写意、花鸟和人文关怀相结合,或者融入一些哲学思考。",0,gender,
但我知道，这个不幸的男人得了不治之症。,1,gender,
但看着母亲在台上将压抑多年的情感爆发，台上、台下皆痛苦不已，陆玲在那一刻瞬间成长。,1,gender,
黎明时分，小男孩上床睡觉了。,1,gender,
还有一个见“甲方”走了，就流里流气地开玩笑说：“大夏天的，有你一个女的在这里真不方便。待会干得热起来了，我们都兴把衣服裤子脱了干的，你到时不要怕丑啊。”,0,gender,
赛事组织者开始进行最后的赛场检查，15分钟之后，参赛的女选手们率先开始进行热身训练。,1,gender,
也曾经见过无数次酒后胡言乱语，甚至管不住肢体，与酒前之端庄威仪判若两人的男人。,0,gender,
王夫人目不转瞬的凝视刀白凤、甘宝宝、秦红棉、阮星竹等四个女子，只觉每人各有各的妩媚，各有各的俏丽，虽不自惭形秽，但若以“骚狐狸”、“贱女人”相称，心中也觉不妥，一股“我见犹怜，何况老奴”之意，不禁油然而生。,0,gender,
第一天进家，它看到女主人，瞬间就跑过去撒娇卖萌、讨好卖乖，那股亲热劲，真的会让人误以为狗狗已经养了很长时间了。,1,gender,
过于“大女主”的设定与讨好观众是不是性别不平等时的另一种“自我麻痹”呢？,0,gender,
的学究气，哪还有一点女人的娇媚味儿了。,0,gender,
胡老太太知道，媳妇贤惠而软弱，即便心里不愿，亦不会贸然反对；但她作为一家之主，却不能不顾家规，所以一时不便轻许，只说：“我要好好儿想一想，总要在台面上说过去才可以。”,0,gender,
于是，我这小小的女儿，不正将成为我未来的拐杖了吗？,1,gender,
直到西天被晚霞染红的时候，爷爷大汗淋漓，气喘如牛，双脚终于慢了下来，水车也转不动了。,0,gender,
"等待驹子的习惯.驹子苦闷地频繁地跑来这里,来得次数越多,岛村的内心越受到谴责.相形之下,他感到自己已经不是一个活人.叶子是驹子的同类型人物,但二者的性格却有那么大的差别.叶子对待生活不如驹子那样大胆、泼辣、敢于追求.叶子始终是个生活中的被动者,他爱行男这个要死的人,照看行男却象个护士.行男死后,她总留在坟地,反映了在这个人世间一直没有叶子的生活位置,她终于在那场大火中跳楼身亡了.《雪国》的艺术特色,一是...",0,gender,
"探讨女性话题的影视作品,大多能够轻易博取好评。",0,gender,
爸爸，这几年来，您的工作越来越繁忙，经常很晚回来，而且很早起床，基本上见不到您。,0,gender,
原来，事发当天，被救男童和小伙伴到刚刚结冰的河面上玩耍，突然冰面开裂不慎落水。,1,gender,
近日，淮阳县一女子骑电动车时发生事故造成头部受伤，淮阳县公安局交警大队城市中队民警正在附近执勤。,1,gender,
“关于韦欧利吗？记得以前我跟你说过，他是最棒的游泳能手之一。多年来，他们千方百计让他去内陆参加类似杜克·卡哈纳莫库那样的运动会。但他这个人多愁善感。他离不开夏威夷。最后，他们把他说服了，于是在一个阳光明媚的早晨，他很不痛快地登上了‘马特禀尼亚号’轮船。当船行驶到怀基基滩的正前方时，他便从船上跳入水中，然后游到岸边。情况就这样。以后他再也没上过船，...,1,gender,
蒸中纳言登门拜访工望夫人以答谢祝贺之礼，于正殿前拜舞。玉婆夭人见他后，说道：“如此寒门陋舍，承蒙不弃，君之盛情将铭刻于心。见到你则使我忆起六条院主君在世时的往事，实难忘怀。”声音温婉优雅，悦耳动听。蒸君想道：“她真是永臊青春啊！难怪冷泉院对她的爱慕无法断绝。如此看来日后定要生出什么事呢。”便回答道：“升官晋爵乃区区小事，何足挂齿！小弟今fJ乃是专程前来拜访。大姐说‘不弃其陋’，想必...,0,gender,
这部短片根据真实故事改编，讲述一个男生在对打算扔掉的糖果罐进行分类处理时，发现了其中隐藏多年的秘密，重拾一段温馨单纯的回忆。,1,gender,
可是，事实不是，爸爸走了，在我措手不及的时候，突然之间就应了那句话：子欲养而亲不在。,1,gender,
她猛张开胳膊，热烈地搂住菲利普的脖子。她的这种爱情表示，有时搞得菲利普狼狈不堪，他宁可她悠着点，居于守势。她所作的暗示是那么露骨，真有点叫他震惊，这同他心目中女性的端庄贤淑完全格格不入。,0,gender,
十几年前，“甜妹子”杨钰莹凭借醉人的温柔歌喉和一张楚楚动人的青春面孔，赢得了众多歌迷的喜爱。之后，“厦门远华案”和那辆红色的保时捷，使杨钰莹成了风口浪尖上的人物。在众说纷纭中，杨钰莹成了一位戴上面纱的成熟女子，而所有人都想揭起面纱一窥，但沉默...,0,gender,
半年前，有位60多岁的女患者拿着彩超单子来就诊：“大夫，我的心脏大了，是啥意思”？,1,gender,
瞬间，一大碗热汤面顺头而下，男童的面部、耳朵、脖子等处二度烧伤，前胸三度烧伤。,1,gender,
你说你要她放荡。,0,gender,
"情所搅动——开始是被罗基,虽然他有明显的优越感,然后是为埃弗拉德,她从来没这么喜爱过一个男人,或至少她从来没这么表白过她的喜爱.当内皮尔夫妇等人走进她的生活以后,一种新的、令人兴奋的变化也打乱了她那些纯真的好朋友们、她的教区长和他未嫁的妹妹的日常生活规律.朱立安和温尼弗雷德决定把他们住宅的空房出租出去,他的房客阿里格雷很快就做得有过之而无不及.格雷太太本是一位牧师的寡妻,漂亮又迷人,还是一个孤儿(正如米...",0,gender,
今天的垃圾真是又重又臭啊，肯定是妹妹又偷懒，把狗便丢里面了，一手捏着鼻子，一手吃力地提着垃圾袋，往楼下垃圾桶冲去。,1,gender,
不到四十岁的他，原先浓密的头发已经掉光了，体重由原先的150多斤急剧下降到110斤左右。,1,gender,
她羞答答地垂下了眼睛。,1,gender,
胜出的小女生赶紧过去安慰自己的“对手”。,1,gender,
"她强调,龙岩各级供销合作社要坚持“姓农”“务农”“为农”,不断深化供销合作社综合改革,全面提升服务能力和水平,为乡村振兴发展作出更大贡献。",1,gender,
"村里的十二、三个艺妓忙得团团转.人手不够,便把驹子唤来临时帮忙.她来跳一两场舞就回去,并不单独陪客.别的艺妓正忙着陪客,因此驹子便被带到岛村这里来.这是个19岁的姑娘,皮肤洁白得透明,鼓鼓的圆脸象是纯白的瓷器又抹了一层淡红,细细的高鼻梁,嘴小得象只蜷缩着身子的蛭虫,即使她不说话,嘴也象在动.她天真无邪地同岛村交谈,使岛村感到驹子对妓女这行一窍不通.岛村便请驹子帮忙,找个妓女来.驹子一层红晕浮上脸颊.""...",0,gender,
有一次爸爸带着我去上了一节击剑体验课，换上了击剑服，拿起了手中的剑，练起了基本功——步伐。,1,gender,
随着我们女团慢慢推广开来，相信会有更多年轻人知道美的、喜欢美的。,0,gender,
重新收拾过了，书本是清洁整齐棵好的。茶杯天天洗；唱片呢，去旧换新，很罗曼的小夜曲；床头挂了些手绣的香包，是王琦瑶的女工；衣柜里也新添了颜色鲜亮的衣服，是程先生的眼光。这房间里有了一股欣欣向荣的气象，是温顺和婉的好脾气，还是翘首以望的心情。她写了许多不给人看的字句，日记本外面包了红绸子。她看不清形势，一半是因为爱的糊涂，另一半也是有权利心的。她对王琦瑶有权利，对王琦瑶的朋友也有了权利似的。对这权利她也是有...,0,gender,
“没有。还是上回您看过的那封。”温婉地一笑。,0,gender,
安静的钢琴声一滴滴落下，粗糙、寥落而带着磁性的男声响起，像暮色一样，轻柔地、低沉地弥漫，充满了灵性。,0,gender,
害怕她——害怕自己——说真的，对世界上一切都害怕——而且，由于以上种种惧怕和良心的谴责，他一下子紧张起来，几乎连一句话都说不出来了。不过话又说回来，他去还是去了，他一进去，门就锁上了。这个耐人寻味的、丰腴优美的维纳斯女神一转过身来，把他紧紧地楼住了，随后，她神色从容地站到一面映出她全身倩影的穿衣镜前，让她自己和他都可以看得清清楚楚，她已开始宽衣解带……,0,gender,
